state,standards_year,source_file,targetTags,newTagName,newTagValue
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: A.APR/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.A-APR
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.APR.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-APR.1-1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.APR.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-APR.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: A.CED/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.A-CED
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.CED.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-CED.1-4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.CED.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-CED.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.CED.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-CED.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.CED.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-CED.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.CED.A.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-CED.4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: A.REI/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.A-REI
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.REI.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-REI.1-2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.REI.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-REI.3-4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.B.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.REI.B.4.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-REI.4.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.REI.B.4.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-REI.4.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.REI.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-REI.5-9
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.C.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.C.6/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.6
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.C.7/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.7
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.REI.D/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-REI.10-12
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.D.10/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.10
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.D.11/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.11
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.REI.D.12/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-REI.12
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: A.SSE/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.A-SSE
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.SSE.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-SSE.1-2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.SSE.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-SSE.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.SSE.A.1.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-SSE.1.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.SSE.A.1.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-SSE.1.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.SSE.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-SSE.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: A.SSE.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.A-SSE.3-4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: A.SSE.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.A-SSE.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.SSE.B.3.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-SSE.3.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.SSE.B.3.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-SSE.3.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: A.SSE.B.3.c/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.A-SSE.3.c
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: F.BF/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.F-BF
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: F.BF.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-BF.1-2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.BF.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-BF.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: F.BF.A.1.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-BF.1.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Child Standard: F.BF.A.1.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-BF.1.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.BF.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-BF.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: F.BF.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-BF.3-5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.BF.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-BF.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Domain: F.IF/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.F-IF
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Cluster: F.IF.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-IF.1-3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.IF.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.IF.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch1.csv,CCSS Math Standard: F.IF.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: F.IF.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-IF.4-6
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.B.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.B.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.B.6/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.6
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: F.IF.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-IF.7-9
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.C.7/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.7
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.IF.C.7.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-IF.7.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.IF.C.7.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-IF.7.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.IF.C.7.e/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-IF.7.e
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.C.8/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.8
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.IF.C.8.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-IF.8.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.IF.C.8.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-IF.8.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.IF.C.9/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-IF.9
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Domain: F.LE/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.F-LE
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: F.LE.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-LE.1-4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.LE.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-LE.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: F.LE.A.1.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.F-LE.1.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.LE.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-LE.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.LE.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-LE.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: F.LE.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.F-LE.5-5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: F.LE.B.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.F-LE.5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Domain: N.Q/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.N-Q
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: N.Q.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.N-Q.1-3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.Q.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-Q.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.Q.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-Q.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.Q.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-Q.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Domain: N.RN/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.N-RN
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: N.RN.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.N-RN.1-2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.RN.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-RN.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.RN.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-RN.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: N.RN.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.N-RN.3-3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: N.RN.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.N-RN.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Domain: S.ID/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.9-12.S-ID
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: S.ID.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.S-ID.1-4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.1
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.2
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.3
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.A.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.4
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: S.ID.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.S-ID.5-6
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.B.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.5
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.B.6/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.6
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: S.ID.B.6.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.S-ID.6.a
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: S.ID.B.6.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.S-ID.6.b
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Child Standard: S.ID.B.6.c/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.9-12.S-ID.6.c
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Cluster: S.ID.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.9-12.S-ID.7-9
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.C.7/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.7
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.C.8/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.8
AK,,Learnosity_Bulk_Tagging_AK_Algebra1_batch2.csv,CCSS Math Standard: S.ID.C.9/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.9-12.S-ID.9
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Domain: 1.G/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.1.G
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.G.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.G.1-3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.G.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.G.1
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.G.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.G.2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.G.A.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.G.3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Domain: 1.MD/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.1.MD
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.MD.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.MD.1-2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.MD.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.MD.1
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.MD.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.MD.2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.MD.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.MD.3-6
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.MD.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.MD.3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.MD.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.MD.7-7
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.MD.C.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.MD.7
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Domain: 1.NBT/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.1.NBT
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.NBT.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.NBT.1-1
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.1
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.NBT.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.NBT.2-3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.B.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Child Standard: 1.NBT.B.2.a/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.1.NBT.2.a
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Child Standard: 1.NBT.B.2.b/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.1.NBT.2.b
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Child Standard: 1.NBT.B.2.c/Curriculum: Eureka Math 2 UTE,AK-DEED Child Standard,AK.CS.MA.1.NBT.2.c
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.NBT.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.NBT.4-6
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.C.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.4
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.C.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.5
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.NBT.C.6/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.NBT.6
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Domain: 1.OA/Curriculum: Eureka Math 2 UTE,AK-DEED Domain,AK.CS.MA.1.OA
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.OA.A/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.OA.1-2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.A.1/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.1
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.A.2/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.2
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.OA.B/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.OA.3-4
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.B.3/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.3
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.B.4/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.4
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.OA.C/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.OA.5-6
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.C.5/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.5
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.C.6/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.6
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Cluster: 1.OA.D/Curriculum: Eureka Math 2 UTE,AK-DEED Cluster,AK.CS.MA.1.OA.7-8
AK,,Learnosity_Bulk_Tagging_AK_Grade1.csv,CCSS Math Standard: 1.OA.D.7/Curriculum: Eureka Math 2 UTE,AK-DEED Standard,AK.CS.MA.1.OA.7
